,Estados Unidos Mexicanos,Entidad federativa,Área urbana y rural ,Alfabetismo,Sexo,Población de 6 años y más,6 años,7 años,8 años,9 años,De 10 a 14 años,De 15 a 19 años,De 20 a 24 años,De 25 a 29 años,De 30 a 39 años,De 40 a 49 años,De 50 a 59 años,De 60 y más años,No indicados
711,Estados Unidos Mexicanos,Sonora,Total,Analfabetos,Hombres,75030,11781,7953,4087,2175,6868,5018,4924,4501,7846,6164,5813,7489,411
712,Estados Unidos Mexicanos,Sonora,Total,Analfabetos,Mujeres,73278,11084,7338,3681,1974,5567,3512,5135,4938,8219,6952,6281,8376,221
713,Estados Unidos Mexicanos,Sonora,Urbana,Total,Total,354665,13650,13483,12063,10324,55789,46309,39496,31983,50893,34626,22612,22704,733
714,Estados Unidos Mexicanos,Sonora,Urbana,Total,Hombres,173444,6978,6911,6000,5153,27893,22164,18263,15049,25495,17334,11241,10479,484
715,Estados Unidos Mexicanos,Sonora,Urbana,Total,Mujeres,181221,6672,6572,6063,5171,27896,24145,21233,16934,25398,17292,11371,12225,249
716,Estados Unidos Mexicanos,Sonora,Urbana,Alfabetos,Total,297652,1897,6330,9186,8967,52016,43347,36229,28826,45195,30007,18268,17067,317
717,Estados Unidos Mexicanos,Sonora,Urbana,Alfabetos,Hombres,146699,900,3193,4493,4413,25881,20764,16863,13748,23025,15437,9493,8288,201
718,Estados Unidos Mexicanos,Sonora,Urbana,Alfabetos,Mujeres,150953,997,3137,4693,4554,26135,22583,19366,15078,22170,14570,8775,8779,116
719,Estados Unidos Mexicanos,Sonora,Urbana,Analfabetos,Total,57013,11753,7153,2877,1357,3773,2962,3267,3157,5698,4619,4344,5637,416
720,Estados Unidos Mexicanos,Sonora,Urbana,Analfabetos,Hombres,26745,6078,3718,1507,740,2012,1400,1400,1301,2470,1897,1748,2191,283
721,Estados Unidos Mexicanos,Sonora,Urbana,Analfabetos,Mujeres,30268,5675,3435,1370,617,1761,1562,1867,1856,3228,2722,2596,3446,133
722,Estados Unidos Mexicanos,Sonora,Rural,Total,Total,267775,12077,11994,10784,8877,40708,33774,28951,23582,37568,25632,16780,16647,401
723,Estados Unidos Mexicanos,Sonora,Rural,Total,Hombres,140732,6180,6117,5523,4428,21075,17121,14849,12188,20248,13975,9442,9348,238
724,Estados Unidos Mexicanos,Sonora,Rural,Total,Mujeres,127043,5897,5877,5261,4449,19633,16653,14102,11394,17320,11657,7338,7299,163
725,Estados Unidos Mexicanos,Sonora,Rural,Alfabetos,Total,176480,965,3856,5893,6085,32046,28206,22159,17300,27201,17135,9030,6419,185
726,Estados Unidos Mexicanos,Sonora,Rural,Alfabetos,Hombres,92447,477,1882,2943,2993,16219,13503,11325,8988,14872,9708,5377,4050,110
727,Estados Unidos Mexicanos,Sonora,Rural,Alfabetos,Mujeres,84033,488,1974,2950,3092,15827,14703,10834,8312,12329,7427,3653,2369,75
728,Estados Unidos Mexicanos,Sonora,Rural,Analfabetos,Total,91295,11112,8138,4891,2792,8662,5568,6792,6282,10367,8497,7750,10228,216
729,Estados Unidos Mexicanos,Sonora,Rural,Analfabetos,Hombres,48285,5703,4235,2580,1435,4856,3618,3524,3200,5376,4267,4065,5298,128
730,Estados Unidos Mexicanos,Sonora,Rural,Analfabetos,Mujeres,43010,5409,3903,2311,1357,3806,1950,3268,3082,4991,4230,3685,4930,88
731,Estados Unidos Mexicanos,Tabasco,Total,Total,Total,388369,18354,16812,17446,13063,64700,52500,43469,37069,49041,30003,20510,24673,729
732,Estados Unidos Mexicanos,Tabasco,Total,Total,Hombres,196241,9332,8473,8759,6801,33692,25658,20390,17884,25238,15480,10688,13459,387
733,Estados Unidos Mexicanos,Tabasco,Total,Total,Mujeres,192128,9022,8339,8687,6262,31008,26842,23079,19185,23803,14523,9822,11214,342
734,Estados Unidos Mexicanos,Tabasco,Total,Alfabetos,Total,239556,1963,4986,7406,7216,46774,40049,33206,27047,33935,17446,9509,9738,281
735,Estados Unidos Mexicanos,Tabasco,Total,Alfabetos,Hombres,130158,966,2499,3685,3724,24526,20188,16507,14229,19872,11114,6257,6422,169
736,Estados Unidos Mexicanos,Tabasco,Total,Alfabetos,Mujeres,109398,997,2487,3721,3492,22248,19861,16699,12818,14063,6332,3252,3316,112
737,Estados Unidos Mexicanos,Tabasco,Total,Analfabetos,Total,148813,16391,11826,10040,5847,17926,12451,10263,10022,15106,12557,11001,14935,448
738,Estados Unidos Mexicanos,Tabasco,Total,Analfabetos,Hombres,66083,8366,5974,5074,3077,9166,5470,3883,3655,5366,4366,4431,7037,218
739,Estados Unidos Mexicanos,Tabasco,Total,Analfabetos,Mujeres,82730,8025,5852,4966,2770,8760,6981,6380,6367,9740,8191,6570,7898,230
740,Estados Unidos Mexicanos,Tabasco,Urbana,Total,Total,106625,4063,4222,4193,3377,16848,13784,12488,10091,14605,9191,6447,7172,144
741,Estados Unidos Mexicanos,Tabasco,Urbana,Total,Hombres,51310,2095,2113,2102,1735,8304,6322,5508,4686,7091,4516,3152,3597,89
742,Estados Unidos Mexicanos,Tabasco,Urbana,Total,Mujeres,55315,1968,2109,2091,1642,8544,7462,6980,5405,7514,4675,3295,3575,55
743,Estados Unidos Mexicanos,Tabasco,Urbana,Alfabetos,Total,78608,738,1845,2496,2430,14138,11835,10627,8364,11605,6610,4128,3715,77
744,Estados Unidos Mexicanos,Tabasco,Urbana,Alfabetos,Hombres,39800,364,885,1244,1238,6953,5522,4862,4093,6108,3714,2390,2377,50
745,Estados Unidos Mexicanos,Tabasco,Urbana,Alfabetos,Mujeres,38808,374,960,1252,1192,7185,6313,5765,4271,5497,2896,1738,1338,27
746,Estados Unidos Mexicanos,Tabasco,Urbana,Analfabetos,Total,28017,3325,2377,1697,947,2710,1949,1861,1727,3000,2581,2319,3457,67
747,Estados Unidos Mexicanos,Tabasco,Urbana,Analfabetos,Hombres,11510,1731,1228,858,497,1351,800,646,593,983,802,762,1220,39
748,Estados Unidos Mexicanos,Tabasco,Urbana,Analfabetos,Mujeres,16507,1594,1149,839,450,1359,1149,1215,1134,2017,1779,1557,2237,28
749,Estados Unidos Mexicanos,Tabasco,Rural,Total,Total,281744,14291,12590,13253,9686,47852,38716,30981,26978,34436,20812,14063,17501,585
750,Estados Unidos Mexicanos,Tabasco,Rural,Total,Hombres,144931,7237,6360,6657,5066,25388,19336,14882,13198,18147,10964,7536,9862,298
751,Estados Unidos Mexicanos,Tabasco,Rural,Total,Mujeres,136813,7054,6230,6596,4620,22464,19380,16099,13780,16289,9848,6527,7639,287
752,Estados Unidos Mexicanos,Tabasco,Rural,Alfabetos,Total,160948,1225,3141,4910,4786,32636,28214,22579,18683,22330,10836,5381,6023,204
753,Estados Unidos Mexicanos,Tabasco,Rural,Alfabetos,Hombres,90358,602,1614,2441,2486,17573,14666,11645,10136,13764,7400,3867,4045,119
754,Estados Unidos Mexicanos,Tabasco,Rural,Alfabetos,Mujeres,70590,623,1527,2469,2300,15063,13548,10934,8547,8566,3436,1514,1978,85
755,Estados Unidos Mexicanos,Tabasco,Rural,Analfabetos,Total,120796,13066,9449,8343,4900,15216,10502,8402,8295,12106,9976,8682,11478,381
756,Estados Unidos Mexicanos,Tabasco,Rural,Analfabetos,Hombres,54573,6635,4746,4216,2580,7815,4670,3237,3062,4383,3564,3669,5817,179
757,Estados Unidos Mexicanos,Tabasco,Rural,Analfabetos,Mujeres,66223,6431,4703,4127,2320,7401,5832,5165,5233,7723,6412,5013,5661,202
758,Estados Unidos Mexicanos,Tamaulipas,Total,Total,Total,823388,31503,30351,29625,25316,126970,105169,89970,73086,119577,76454,60286,53757,1324
759,Estados Unidos Mexicanos,Tamaulipas,Total,Total,Hombres,411778,16101,15475,14988,12758,64508,51805,42165,34781,59431,38471,32152,28276,867
760,Estados Unidos Mexicanos,Tamaulipas,Total,Total,Mujeres,411610,15402,14876,14637,12558,62462,53364,47805,38305,60146,37983,28134,25481,457
761,Estados Unidos Mexicanos,Tamaulipas,Total,Alfabetos,Total,636796,5776,15282,20617,20210,111153,93143,78411,62106,99370,58752,40275,31075,626
762,Estados Unidos Mexicanos,Tamaulipas,Total,Alfabetos,Hombres,326434,2838,7584,10282,10168,56234,45952,37357,30352,51229,31816,23802,18425,395
763,Estados Unidos Mexicanos,Tamaulipas,Total,Alfabetos,Mujeres,310362,2938,7698,10335,10042,54919,47191,41054,31754,48141,26936,16473,12650,231
764,Estados Unidos Mexicanos,Tamaulipas,Total,Analfabetos,Total,186592,25727,15069,9008,5106,15817,12026,11559,10980,20207,17702,20011,22682,698
765,Estados Unidos Mexicanos,Tamaulipas,Total,Analfabetos,Hombres,85344,13263,7891,4706,2590,8274,5853,4808,4429,8202,6655,8350,9851,472
766,Estados Unidos Mexicanos,Tamaulipas,Total,Analfabetos,Mujeres,101248,12464,7178,4302,2516,7543,6173,6751,6551,12005,11047,11661,12831,226
767,Estados Unidos Mexicanos,Tamaulipas,Urbana,Total,Total,492103,17186,17136,16578,14431,75976,62645,53970,44128,73799,46627,36512,32314,801
768,Estados Unidos Mexicanos,Tamaulipas,Urbana,Total,Hombres,238102,8803,8758,8385,7297,38001,29562,24144,20158,35489,22644,18464,15847,550
769,Estados Unidos Mexicanos,Tamaulipas,Urbana,Total,Mujeres,254001,8383,8378,8193,7134,37975,33083,29826,23970,38310,23983,18048,16467,251
770,Estados Unidos Mexicanos,Tamaulipas,Urbana,Alfabetos,Total,406879,3720,9722,12581,12288,69629,57747,49140,39263,64658,38621,27626,21517,367
771,Estados Unidos Mexicanos,Tamaulipas,Urbana,Alfabetos,Hombres,202385,1841,4855,6313,6218,34771,27454,22467,18459,32317,20058,15436,11957,239
772,Estados Unidos Mexicanos,Tamaulipas,Urbana,Alfabetos,Mujeres,204494,1879,4867,6268,6070,34858,30293,26673,20804,32341,18563,12190,9560,128
773,Estados Unidos Mexicanos,Tamaulipas,Urbana,Analfabetos,Total,85224,13466,7414,3997,2143,6347,4898,4830,4865,9141,8006,8886,10797,434
774,Estados Unidos Mexicanos,Tamaulipas,Urbana,Analfabetos,Hombres,35717,6962,3903,2072,1079,3230,2108,1677,1699,3172,2586,3028,3890,311
775,Estados Unidos Mexicanos,Tamaulipas,Urbana,Analfabetos,Mujeres,49507,6504,3511,1925,1064,3117,2790,3153,3166,5969,5420,5858,6907,123
776,Estados Unidos Mexicanos,Tamaulipas,Rural,Total,Total,331285,14317,13215,13047,10885,50994,42524,36000,28958,45778,29827,23774,21443,523
777,Estados Unidos Mexicanos,Tamaulipas,Rural,Total,Hombres,173676,7298,6717,6603,5461,26507,22243,18021,14623,23942,15827,13688,12429,317
778,Estados Unidos Mexicanos,Tamaulipas,Rural,Total,Mujeres,157609,7019,6498,6444,5424,24487,20281,17979,14335,21836,14000,10086,9014,206
779,Estados Unidos Mexicanos,Tamaulipas,Rural,Alfabetos,Total,229917,2056,5560,8036,7922,41524,35396,29271,22843,34712,20131,12649,9558,259
780,Estados Unidos Mexicanos,Tamaulipas,Rural,Alfabetos,Hombres,124049,997,2729,3969,3950,21463,18498,14890,11893,18912,11758,8366,6468,156
781,Estados Unidos Mexicanos,Tamaulipas,Rural,Alfabetos,Mujeres,105868,1059,2831,4067,3972,20061,16898,14381,10950,15800,8373,4283,3090,103
782,Estados Unidos Mexicanos,Tamaulipas,Rural,Analfabetos,Total,101368,12261,7655,5011,2963,9470,7128,6729,6115,11066,9696,11125,11885,264
783,Estados Unidos Mexicanos,Tamaulipas,Rural,Analfabetos,Hombres,49627,6301,3988,2634,1511,5044,3745,3131,2730,5030,4069,5322,5961,161
784,Estados Unidos Mexicanos,Tamaulipas,Rural,Analfabetos,Mujeres,51741,5960,3667,2377,1452,4426,3383,3598,3385,6036,5627,5803,5924,103
785,Estados Unidos Mexicanos,Tlaxcala,Total,Total,Total,276340,11678,10432,10772,8918,44244,33702,26323,22757,36942,25323,20609,22967,1673
786,Estados Unidos Mexicanos,Tlaxcala,Total,Total,Hombres,139554,5939,5397,5407,4550,23283,17213,12751,10914,18322,12746,10512,11671,849
787,Estados Unidos Mexicanos,Tlaxcala,Total,Total,Mujeres,136786,5739,5035,5365,4368,20961,16489,13572,11843,18620,12577,10097,11296,824
788,Estados Unidos Mexicanos,Tlaxcala,Total,Alfabetos,Total,169997,4391,3535,5118,5529,33341,25130,19109,14910,23327,14507,9925,10337,838
789,Estados Unidos Mexicanos,Tlaxcala,Total,Alfabetos,Hombres,95711,2610,1783,2695,2890,17753,13397,10113,8202,13509,9039,6544,6753,423
790,Estados Unidos Mexicanos,Tlaxcala,Total,Alfabetos,Mujeres,74286,1781,1752,2423,2639,15588,11733,8996,6708,9818,5468,3381,3584,415
791,Estados Unidos Mexicanos,Tlaxcala,Total,Analfabetos,Total,106343,7287,6897,5654,3389,10903,8572,7214,7847,13615,10816,10684,12630,835
792,Estados Unidos Mexicanos,Tlaxcala,Total,Analfabetos,Hombres,43843,3329,3614,2712,1660,5530,3816,2638,2712,4813,3707,3968,4918,426
793,Estados Unidos Mexicanos,Tlaxcala,Total,Analfabetos,Mujeres,62500,3958,3283,2942,1729,5373,4756,4576,5135,8802,7109,6716,7712,409
794,Estados Unidos Mexicanos,Tlaxcala,Urbana,Total,Total,117786,3012,3781,3787,3136,19379,14765,12527,9965,16172,11102,9024,9783,1353
795,Estados Unidos Mexicanos,Tlaxcala,Urbana,Total,Hombres,58077,1307,1977,1862,1583,10030,7321,5911,4735,7871,5448,4502,4894,636
796,Estados Unidos Mexicanos,Tlaxcala,Urbana,Total,Mujeres,59709,1705,1804,1925,1553,9349,7444,6616,5230,8301,5654,4522,4889,717
797,Estados Unidos Mexicanos,Tlaxcala,Urbana,Alfabetos,Total,60850,370,1607,1998,2003,12063,8759,6806,5405,8472,5098,3650,3926,693
798,Estados Unidos Mexicanos,Tlaxcala,Urbana,Alfabetos,Hombres,33213,106,800,1047,1043,6513,4595,3478,2955,4724,3040,2261,2334,317
799,Estados Unidos Mexicanos,Tlaxcala,Urbana,Alfabetos,Mujeres,27637,264,807,951,960,5550,4164,3328,2450,3748,2058,1389,1592,376
800,Estados Unidos Mexicanos,Tlaxcala,Urbana,Analfabetos,Total,56936,2642,2174,1789,1133,7316,6006,5721,4560,7700,6004,5374,5857,660
801,Estados Unidos Mexicanos,Tlaxcala,Urbana,Analfabetos,Hombres,24864,1201,1177,815,540,3517,2726,2433,1780,3147,2408,2241,2560,319
802,Estados Unidos Mexicanos,Tlaxcala,Urbana,Analfabetos,Mujeres,32072,1441,997,974,593,3799,3280,3288,2780,4553,3596,3133,3297,341
803,Estados Unidos Mexicanos,Tlaxcala,Rural,Total,Total,158554,8666,6651,6985,5782,24865,18937,13796,12792,20770,14221,11585,13184,320
804,Estados Unidos Mexicanos,Tlaxcala,Rural,Total,Hombres,81477,4632,3420,3545,2967,13253,9892,6840,6179,10451,7298,6010,6777,213
805,Estados Unidos Mexicanos,Tlaxcala,Rural,Total,Mujeres,77077,4034,3231,3440,2815,11612,9045,6956,6613,10319,6923,5575,6407,107
806,Estados Unidos Mexicanos,Tlaxcala,Rural,Alfabetos,Total,109147,4021,1928,3120,3526,21278,16371,12303,9505,14855,9409,6275,6411,145
807,Estados Unidos Mexicanos,Tlaxcala,Rural,Alfabetos,Hombres,62498,2504,983,1648,1847,11240,8802,6635,5247,8785,5999,4283,4419,106
808,Estados Unidos Mexicanos,Tlaxcala,Rural,Alfabetos,Mujeres,46649,1517,945,1472,1679,10038,7569,5668,4258,6070,3410,1992,1992,39
809,Estados Unidos Mexicanos,Tlaxcala,Rural,Analfabetos,Total,49407,4645,4723,3865,2256,3587,2566,1493,3287,5915,4812,5310,6773,175
810,Estados Unidos Mexicanos,Tlaxcala,Rural,Analfabetos,Hombres,18979,2128,2437,1897,1120,2013,1090,205,932,1666,1299,1727,2358,107
811,Estados Unidos Mexicanos,Tlaxcala,Rural,Analfabetos,Mujeres,30428,2517,2286,1968,1136,1574,1476,1288,2355,4249,3513,3583,4415,68
812,Estados Unidos Mexicanos,Veracruz,Total,Total,Total,2195118,88496,87543,83713,69413,346674,281260,240300,207153,310541,195896,133149,146970,4010
813,Estados Unidos Mexicanos,Veracruz,Total,Total,Hombres,1095605,45019,44740,42422,35374,178810,139399,114708,98927,155940,97590,67223,73027,2426
814,Estados Unidos Mexicanos,Veracruz,Total,Total,Mujeres,1099513,43477,42803,41291,34039,167864,141861,125592,108226,154601,98306,65926,73943,1584
815,Estados Unidos Mexicanos,Veracruz,Total,Alfabetos,Total,1201710,7706,23095,34649,37707,229171,185462,154206,124705,180852,102093,63066,57523,1475
816,Estados Unidos Mexicanos,Veracruz,Total,Alfabetos,Hombres,655454,3936,11925,17755,19372,119298,95938,80031,67020,104225,61212,39036,34737,969
817,Estados Unidos Mexicanos,Veracruz,Total,Alfabetos,Mujeres,546256,3770,11170,16894,18335,109873,89524,74175,57685,76627,40881,24030,22786,506
818,Estados Unidos Mexicanos,Veracruz,Total,Analfabetos,Total,993408,80790,64448,49064,31706,117503,95798,86094,82448,129689,93803,70083,89447,2535
819,Estados Unidos Mexicanos,Veracruz,Total,Analfabetos,Hombres,440151,41083,32815,24667,16002,59512,43461,34677,31907,51715,36378,28187,38290,1457
820,Estados Unidos Mexicanos,Veracruz,Total,Analfabetos,Mujeres,553257,39707,31633,24397,15704,57991,52337,51417,50541,77974,57425,41896,51157,1078
821,Estados Unidos Mexicanos,Veracruz,Urbana,Total,Total,863319,29480,29629,28148,24761,133640,110107,94795,81891,127077,81413,58152,62112,2114
822,Estados Unidos Mexicanos,Veracruz,Urbana,Total,Hombres,413551,15036,15189,14225,12539,67578,52485,43141,36972,60674,38493,27733,28130,1356
823,Estados Unidos Mexicanos,Veracruz,Urbana,Total,Mujeres,449768,14444,14440,13923,12222,66062,57622,51654,44919,66403,42920,30419,33982,758
824,Estados Unidos Mexicanos,Veracruz,Urbana,Alfabetos,Total,616960,4224,12152,16759,17659,109068,90519,75521,63725,95832,57385,37906,35255,955
825,Estados Unidos Mexicanos,Veracruz,Urbana,Alfabetos,Hombres,314966,2191,6221,8477,9020,55624,44342,36381,30771,50039,30859,21320,19075,646
826,Estados Unidos Mexicanos,Veracruz,Urbana,Alfabetos,Mujeres,301994,2033,5931,8282,8639,53444,46177,39140,32954,45793,26526,16586,16180,309
827,Estados Unidos Mexicanos,Veracruz,Urbana,Analfabetos,Total,246359,25256,17477,11389,7102,24572,19588,19274,18166,31245,24028,20246,26857,1159
828,Estados Unidos Mexicanos,Veracruz,Urbana,Analfabetos,Hombres,98585,12845,8968,5748,3519,11954,8143,6760,6201,10635,7634,6413,9055,710
829,Estados Unidos Mexicanos,Veracruz,Urbana,Analfabetos,Mujeres,147774,12411,8509,5641,3583,12618,11445,12514,11965,20610,16394,13833,17802,449
830,Estados Unidos Mexicanos,Veracruz,Rural,Total,Total,1331799,59016,57914,55565,44652,213034,171153,145505,125262,183464,114483,74997,84858,1896
831,Estados Unidos Mexicanos,Veracruz,Rural,Total,Hombres,682054,29983,29551,28197,22835,111232,86914,71567,61955,95266,59097,39490,44897,1070
832,Estados Unidos Mexicanos,Veracruz,Rural,Total,Mujeres,649745,29033,28363,27368,21817,101802,84239,73938,63307,88198,55386,35507,39961,826
833,Estados Unidos Mexicanos,Veracruz,Rural,Alfabetos,Total,584750,3482,10943,17890,20048,120103,94943,78685,60980,85020,44708,25160,22268,520
834,Estados Unidos Mexicanos,Veracruz,Rural,Alfabetos,Hombres,340488,1745,5704,9278,10352,63674,51596,43650,36249,54186,30353,17716,15662,323
835,Estados Unidos Mexicanos,Veracruz,Rural,Alfabetos,Mujeres,244262,1737,5239,8612,9696,56429,43347,35035,24731,30834,14355,7444,6606,197
836,Estados Unidos Mexicanos,Veracruz,Rural,Analfabetos,Total,747049,55534,46971,37675,24604,92931,76210,66820,64282,98444,69775,49837,62590,1376
837,Estados Unidos Mexicanos,Veracruz,Rural,Analfabetos,Hombres,341566,28238,23847,18919,12483,47558,35318,27917,25706,41080,28744,21774,29235,747
838,Estados Unidos Mexicanos,Veracruz,Rural,Analfabetos,Mujeres,405483,27296,23124,18756,12121,45373,40892,38903,38576,57364,41031,28063,33355,629
839,Estados Unidos Mexicanos,Yucatán,Total,Total,Total,506105,19093,18563,18271,15144,77715,62173,49618,41003,71013,53937,37749,40115,1711
840,Estados Unidos Mexicanos,Yucatán,Total,Total,Hombres,256310,9690,9441,9395,7756,40297,30678,24174,19308,34925,27660,19944,21649,1393
841,Estados Unidos Mexicanos,Yucatán,Total,Total,Mujeres,249795,9403,9122,8876,7388,37418,31495,25444,21695,36088,26277,17805,18466,318
842,Estados Unidos Mexicanos,Yucatán,Total,Alfabetos,Total,332633,3098,6893,9560,9615,58096,47868,36872,29357,49116,35932,24004,21119,1103
843,Estados Unidos Mexicanos,Yucatán,Total,Alfabetos,Hombres,175415,1538,3544,4888,4956,30115,24222,18838,14653,25676,19862,13838,12316,969
844,Estados Unidos Mexicanos,Yucatán,Total,Alfabetos,Mujeres,157218,1560,3349,4672,4659,27981,23646,18034,14704,23440,16070,10166,8803,134
845,Estados Unidos Mexicanos,Yucatán,Total,Analfabetos,Total,173472,15995,11670,8711,5529,19619,14305,12746,11646,21897,18005,13745,18996,608
846,Estados Unidos Mexicanos,Yucatán,Total,Analfabetos,Hombres,80895,8152,5897,4507,2800,10182,6456,5336,4655,9249,7798,6106,9333,424
847,Estados Unidos Mexicanos,Yucatán,Total,Analfabetos,Mujeres,92577,7843,5773,4204,2729,9437,7849,7410,6991,12648,10207,7639,9663,184
848,Estados Unidos Mexicanos,Yucatán,Urbana,Total,Total,307152,10478,10412,10197,8877,45954,38500,30360,23903,42832,33673,24154,26355,1457
849,Estados Unidos Mexicanos,Yucatán,Urbana,Total,Hombres,151935,5326,5322,5257,4559,23722,18663,14332,10871,20217,16667,12164,13592,1243
850,Estados Unidos Mexicanos,Yucatán,Urbana,Total,Mujeres,155217,5152,5090,4940,4318,22232,19837,16028,13032,22615,17006,11990,12763,214
851,Estados Unidos Mexicanos,Yucatán,Urbana,Alfabetos,Total,230410,2289,4999,6578,6592,38101,32703,25278,19322,33585,25465,17589,16892,1017
852,Estados Unidos Mexicanos,Yucatán,Urbana,Alfabetos,Hombres,117120,1151,2556,3370,3428,19680,16096,12268,9074,16512,13265,9454,9353,913
853,Estados Unidos Mexicanos,Yucatán,Urbana,Alfabetos,Mujeres,113290,1138,2443,3208,3164,18421,16607,13010,10248,17073,12200,8135,7539,104
854,Estados Unidos Mexicanos,Yucatán,Urbana,Analfabetos,Total,76742,8189,5413,3619,2285,7853,5797,5082,4581,9247,8208,6565,9463,440
855,Estados Unidos Mexicanos,Yucatán,Urbana,Analfabetos,Hombres,34815,4175,2766,1887,1131,4042,2567,2064,1797,3705,3402,2710,4239,330
856,Estados Unidos Mexicanos,Yucatán,Urbana,Analfabetos,Mujeres,41927,4014,2647,1732,1154,3811,3230,3018,2784,5542,4806,3855,5224,110
857,Estados Unidos Mexicanos,Yucatán,Rural,Total,Total,198953,8615,8151,8074,6267,31761,23673,19258,17100,28181,20264,13595,13760,254
858,Estados Unidos Mexicanos,Yucatán,Rural,Total,Hombres,104375,4364,4119,4138,3197,16575,12015,9842,8437,14708,10993,7780,8057,150
859,Estados Unidos Mexicanos,Yucatán,Rural,Total,Mujeres,94578,4251,4032,3936,3070,15186,11658,9416,8663,13473,9271,5815,5703,104
860,Estados Unidos Mexicanos,Yucatán,Rural,Alfabetos,Total,102223,809,1894,2982,3023,19995,15165,11594,10035,15531,10467,6415,4227,86
861,Estados Unidos Mexicanos,Yucatán,Rural,Alfabetos,Hombres,58295,387,988,1518,1528,10435,8126,6570,5579,9164,6597,4384,2963,56
862,Estados Unidos Mexicanos,Yucatán,Rural,Alfabetos,Mujeres,43928,422,906,1464,1495,9560,7039,5024,4456,6367,3870,2031,1264,30
863,Estados Unidos Mexicanos,Yucatán,Rural,Analfabetos,Total,96730,7806,6257,5092,3244,11766,8508,7664,7065,12650,9797,7180,9533,168
864,Estados Unidos Mexicanos,Yucatán,Rural,Analfabetos,Hombres,46080,3977,3131,2620,1669,6140,3889,3272,2858,5544,4396,3396,5094,94
865,Estados Unidos Mexicanos,Yucatán,Rural,Analfabetos,Mujeres,50650,3829,3126,2472,1575,5626,4619,4392,4207,7106,5401,3784,4439,74
866,Estados Unidos Mexicanos,Zacatecas,Total,Total,Total,643843,28259,25273,26500,21084,107430,85029,66054,53507,85258,54518,42573,44481,3877
867,Estados Unidos Mexicanos,Zacatecas,Total,Total,Hombres,324119,14598,12937,13494,10786,55392,42621,31423,25899,42642,27036,21888,22848,2555
868,Estados Unidos Mexicanos,Zacatecas,Total,Total,Mujeres,319724,13661,12336,13006,10298,52038,42408,34631,27608,42616,27482,20685,21633,1322
869,Estados Unidos Mexicanos,Zacatecas,Total,Alfabetos,Total,407983,2630,6938,11110,11773,76514,65479,51789,37215,61496,36608,24044,21598,789
870,Estados Unidos Mexicanos,Zacatecas,Total,Alfabetos,Hombres,209363,1330,3528,5598,5980,38867,32570,25446,18761,32316,19221,13329,11975,442
871,Estados Unidos Mexicanos,Zacatecas,Total,Alfabetos,Mujeres,198620,1300,3410,5512,5793,37647,32909,26343,18454,29180,17387,10715,9623,347
872,Estados Unidos Mexicanos,Zacatecas,Total,Analfabetos,Total,235860,25629,18335,15390,9311,30916,19550,14265,16292,23762,17910,18529,22883,3088
873,Estados Unidos Mexicanos,Zacatecas,Total,Analfabetos,Hombres,114756,13268,9409,7896,4806,16525,10051,5977,7138,10326,7815,8559,10873,2113
874,Estados Unidos Mexicanos,Zacatecas,Total,Analfabetos,Mujeres,121104,12361,8926,7494,4505,14391,9499,8288,9154,13436,10095,9970,12010,975
875,Estados Unidos Mexicanos,Zacatecas,Urbana,Total,Total,174491,6824,6493,6421,5569,29170,22479,17334,13800,23192,15693,12152,14060,1304
876,Estados Unidos Mexicanos,Zacatecas,Urbana,Total,Hombres,84065,3489,3313,3227,2833,14891,10860,7898,6391,11012,7409,5913,6385,444
877,Estados Unidos Mexicanos,Zacatecas,Urbana,Total,Mujeres,90426,3335,3180,3194,2736,14279,11619,9436,7409,12180,8284,6239,7675,860
878,Estados Unidos Mexicanos,Zacatecas,Urbana,Alfabetos,Total,123920,992,2641,3803,3993,24566,19201,14852,5260,18844,12304,8499,8539,426
879,Estados Unidos Mexicanos,Zacatecas,Urbana,Alfabetos,Hombres,61298,494,1339,1906,2012,12436,9259,6931,2597,9391,6113,4411,4167,242
880,Estados Unidos Mexicanos,Zacatecas,Urbana,Alfabetos,Mujeres,62622,498,1302,1897,1981,12130,9942,7921,2663,9453,6191,4088,4372,184
881,Estados Unidos Mexicanos,Zacatecas,Urbana,Analfabetos,Total,50571,5832,3852,2618,1576,4604,3278,2482,8540,4348,3389,3653,5521,878
882,Estados Unidos Mexicanos,Zacatecas,Urbana,Analfabetos,Hombres,22767,2995,1974,1321,821,2455,1601,967,3794,1621,1296,1502,2218,202
883,Estados Unidos Mexicanos,Zacatecas,Urbana,Analfabetos,Mujeres,27804,2837,1878,1297,755,2149,1677,1515,4746,2727,2093,2151,3303,676
884,Estados Unidos Mexicanos,Zacatecas,Rural,Total,Total,469352,21435,18780,20079,15515,78260,62550,48720,39707,62066,38825,30421,30421,2573
885,Estados Unidos Mexicanos,Zacatecas,Rural,Total,Hombres,240054,11109,9624,10267,7953,40501,31761,23525,19508,31630,19627,15975,16463,2111
886,Estados Unidos Mexicanos,Zacatecas,Rural,Total,Mujeres,229298,10326,9156,9812,7562,37759,30789,25195,20199,30436,19198,14446,13958,462
887,Estados Unidos Mexicanos,Zacatecas,Rural,Alfabetos,Total,284063,1638,4297,7307,7780,51948,46278,36937,31955,42652,24304,15545,13059,363
