,Estados Unidos Mexicanos,Entidad federativa,Tamaño de la localidad,Grupos de edad,Saben leer y escribir :Hombres y mujeres,Saben leer y escribir :Hombres,No saben leer y escribir :Mujeres,No saben leer y escribir :Hombres y mujeres,No saben leer y escribir :Hombres,No saben leer y escribir :Mujeres,No saben leer y escribir :Hombres y mujeres,No saben leer y escribir :Hombres,No saben leer y escribir :Mujeres
1766,Estados Unidos Mexicanos,Tlaxcala,De 10 000 a 19 999 habitantes,Total,47689,23553,24136,34394,18196,16198,13295,5357,7938
1767,Estados Unidos Mexicanos,Tlaxcala,De 10 000 a 19 999 habitantes,De 6 a 9 años,7798,4035,3763,4212,2171,2041,3586,1864,1722
1768,Estados Unidos Mexicanos,Tlaxcala,De 10 000 a 19 999 habitantes,De 10 a 14 años,8260,4267,3993,7574,3978,3596,686,289,397
1769,Estados Unidos Mexicanos,Tlaxcala,De 10 000 a 19 999 habitantes,De 15 a 19 años,6136,3045,3091,5467,2796,2671,669,249,420
1770,Estados Unidos Mexicanos,Tlaxcala,De 10 000 a 19 999 habitantes,De 20 a 24 años,4727,2254,2473,3920,1972,1948,807,282,525
1771,Estados Unidos Mexicanos,Tlaxcala,De 10 000 a 19 999 habitantes,De 25 a 29 años,3735,1789,1946,2853,1485,1368,882,304,578
1772,Estados Unidos Mexicanos,Tlaxcala,De 10 000 a 19 999 habitantes,De 30 a 34 años,3099,1457,1642,2237,1171,1066,862,286,576
1773,Estados Unidos Mexicanos,Tlaxcala,De 10 000 a 19 999 habitantes,De 35 a 39 años,3080,1463,1617,2132,1145,987,948,318,630
1774,Estados Unidos Mexicanos,Tlaxcala,De 10 000 a 19 999 habitantes,De 40 años y más,10854,5243,5611,5999,3478,2521,4855,1765,3090
1775,Estados Unidos Mexicanos,Tlaxcala,De 20 000 a 49 999 habitantes,Total,17277,8130,9147,14923,7297,7626,2354,833,1521
1776,Estados Unidos Mexicanos,Tlaxcala,De 20 000 a 49 999 habitantes,De 6 a 9 años,2661,1286,1375,1868,904,964,793,382,411
1777,Estados Unidos Mexicanos,Tlaxcala,De 20 000 a 49 999 habitantes,De 10 a 14 años,3022,1495,1527,2924,1450,1474,98,45,53
1778,Estados Unidos Mexicanos,Tlaxcala,De 20 000 a 49 999 habitantes,De 15 a 19 años,2260,1064,1196,2165,1034,1131,95,30,65
1779,Estados Unidos Mexicanos,Tlaxcala,De 20 000 a 49 999 habitantes,De 20 a 24 años,1621,702,919,1504,678,826,117,24,93
1780,Estados Unidos Mexicanos,Tlaxcala,De 20 000 a 49 999 habitantes,De 25 a 29 años,1305,590,715,1177,552,625,128,38,90
1781,Estados Unidos Mexicanos,Tlaxcala,De 20 000 a 49 999 habitantes,De 30 a 34 años,1145,517,628,1002,476,526,143,41,102
1782,Estados Unidos Mexicanos,Tlaxcala,De 20 000 a 49 999 habitantes,De 35 a 39 años,1143,527,616,997,479,518,146,48,98
1783,Estados Unidos Mexicanos,Tlaxcala,De 20 000 a 49 999 habitantes,De 40 años y más,4120,1949,2171,3286,1724,1562,834,225,609
1784,Estados Unidos Mexicanos,Veracruz,Total,Total,3039354,1522825,1516529,1994879,1062502,932377,1044475,460323,584152
1785,Estados Unidos Mexicanos,Veracruz,Total,De 6 a 9 años,472628,243331,229297,183677,93560,90117,288951,149771,139180
1786,Estados Unidos Mexicanos,Veracruz,Total,De 10 a 14 años,498857,258767,240090,407621,212649,194972,91236,46118,45118
1787,Estados Unidos Mexicanos,Veracruz,Total,De 15 a 19 años,398737,198383,200354,321641,164515,157126,77096,33868,43228
1788,Estados Unidos Mexicanos,Veracruz,Total,De 20 a 24 años,322560,154902,167658,244445,124282,120163,78115,30620,47495
1789,Estados Unidos Mexicanos,Veracruz,Total,De 25 a 29 años,270262,130803,139459,189166,99263,89903,81096,31540,49556
1790,Estados Unidos Mexicanos,Veracruz,Total,De 30 a 34 años,211326,105731,105595,147676,80343,67333,63650,25388,38262
1791,Estados Unidos Mexicanos,Veracruz,Total,De 35 a 39 años,210071,103743,106328,136993,75860,61133,73078,27883,45195
1792,Estados Unidos Mexicanos,Veracruz,Total,De 40 años y más,654913,327165,327748,363660,212030,151630,291253,115135,176118
1793,Estados Unidos Mexicanos,Veracruz,Hasta 2 499 habitantes,Total,1574732,812091,762641,883361,497244,386117,691371,314847,376524
1794,Estados Unidos Mexicanos,Veracruz,Hasta 2 499 habitantes,De 6 a 9 años,263608,136148,127460,83463,42827,40636,180145,93321,86824
1795,Estados Unidos Mexicanos,Veracruz,Hasta 2 499 habitantes,De 10 a 14 años,266165,139995,126170,201533,107260,94273,64632,32735,31897
1796,Estados Unidos Mexicanos,Veracruz,Hasta 2 499 habitantes,De 15 a 19 años,205517,105112,100405,150431,80476,69955,55086,24636,30450
1797,Estados Unidos Mexicanos,Veracruz,Hasta 2 499 habitantes,De 20 a 24 años,167289,83178,84111,111786,60643,51143,55503,22535,32968
1798,Estados Unidos Mexicanos,Veracruz,Hasta 2 499 habitantes,De 25 a 29 años,142090,71306,70784,84168,47734,36434,57922,23572,34350
1799,Estados Unidos Mexicanos,Veracruz,Hasta 2 499 habitantes,De 30 a 34 años,105105,54575,50530,61420,36252,25168,43685,18323,25362
1800,Estados Unidos Mexicanos,Veracruz,Hasta 2 499 habitantes,De 35 a 39 años,105539,54040,51499,56399,34156,22243,49140,19884,29256
1801,Estados Unidos Mexicanos,Veracruz,Hasta 2 499 habitantes,De 40 años y más,319419,167737,151682,134161,87896,46265,185258,79841,105417
1802,Estados Unidos Mexicanos,Veracruz,De 2 500 a 4 999 habitantes,Total,254369,128060,126309,158565,86273,72292,95804,41787,54017
1803,Estados Unidos Mexicanos,Veracruz,De 2 500 a 4 999 habitantes,De 6 a 9 años,40104,20606,19498,14432,7302,7130,25672,13304,12368
1804,Estados Unidos Mexicanos,Veracruz,De 2 500 a 4 999 habitantes,De 10 a 14 años,42662,22304,20358,33949,17913,16036,8713,4391,4322
1805,Estados Unidos Mexicanos,Veracruz,De 2 500 a 4 999 habitantes,De 15 a 19 años,32474,16283,16191,25554,13272,12282,6920,3011,3909
1806,Estados Unidos Mexicanos,Veracruz,De 2 500 a 4 999 habitantes,De 20 a 24 años,25814,12455,13359,18619,9675,8944,7195,2780,4415
1807,Estados Unidos Mexicanos,Veracruz,De 2 500 a 4 999 habitantes,De 25 a 29 años,22169,10745,11424,14873,7992,6881,7296,2753,4543
1808,Estados Unidos Mexicanos,Veracruz,De 2 500 a 4 999 habitantes,De 30 a 34 años,17474,8669,8805,11643,6413,5230,5831,2256,3575
1809,Estados Unidos Mexicanos,Veracruz,De 2 500 a 4 999 habitantes,De 35 a 39 años,17863,8892,8971,10896,6187,4709,6967,2705,4262
1810,Estados Unidos Mexicanos,Veracruz,De 2 500 a 4 999 habitantes,De 40 años y más,55809,28106,27703,28599,17519,11080,27210,10587,16623
1811,Estados Unidos Mexicanos,Veracruz,De 5 000 a 9 999 habitantes,Total,199943,99292,100651,142658,74859,67799,57285,24433,32852
1812,Estados Unidos Mexicanos,Veracruz,De 5 000 a 9 999 habitantes,De 6 a 9 años,30633,15859,14774,13903,7106,6797,16730,8753,7977
1813,Estados Unidos Mexicanos,Veracruz,De 5 000 a 9 999 habitantes,De 10 a 14 años,33578,17575,16003,29181,15262,13919,4397,2313,2084
1814,Estados Unidos Mexicanos,Veracruz,De 5 000 a 9 999 habitantes,De 15 a 19 años,25732,13009,12723,22096,11336,10760,3636,1673,1963
1815,Estados Unidos Mexicanos,Veracruz,De 5 000 a 9 999 habitantes,De 20 a 24 años,19861,9404,10457,16206,8012,8194,3655,1392,2263
1816,Estados Unidos Mexicanos,Veracruz,De 5 000 a 9 999 habitantes,De 25 a 29 años,16592,7664,8928,12901,6375,6526,3691,1289,2402
1817,Estados Unidos Mexicanos,Veracruz,De 5 000 a 9 999 habitantes,De 30 a 34 años,13957,6792,7165,10544,5522,5022,3413,1270,2143
1818,Estados Unidos Mexicanos,Veracruz,De 5 000 a 9 999 habitantes,De 35 a 39 años,13968,6779,7189,9915,5385,4530,4053,1394,2659
1819,Estados Unidos Mexicanos,Veracruz,De 5 000 a 9 999 habitantes,De 40 años y más,45622,22210,23412,27912,15861,12051,17710,6349,11361
1820,Estados Unidos Mexicanos,Veracruz,De 10 000 a 19 999 habitantes,Total,205647,99625,106022,154846,78530,76316,50801,21095,29706
1821,Estados Unidos Mexicanos,Veracruz,De 10 000 a 19 999 habitantes,De 6 a 9 años,30473,15407,15066,14355,7170,7185,16118,8237,7881
1822,Estados Unidos Mexicanos,Veracruz,De 10 000 a 19 999 habitantes,De 10 a 14 años,34193,17100,17093,30357,15203,15154,3836,1897,1939
1823,Estados Unidos Mexicanos,Veracruz,De 10 000 a 19 999 habitantes,De 15 a 19 años,26827,12833,13994,23804,11578,12226,3023,1255,1768
1824,Estados Unidos Mexicanos,Veracruz,De 10 000 a 19 999 habitantes,De 20 a 24 años,20732,9378,11354,17737,8333,9404,2995,1045,1950
1825,Estados Unidos Mexicanos,Veracruz,De 10 000 a 19 999 habitantes,De 25 a 29 años,17243,7993,9250,14060,6835,7225,3183,1158,2025
1826,Estados Unidos Mexicanos,Veracruz,De 10 000 a 19 999 habitantes,De 30 a 34 años,14459,6936,7523,11603,5901,5702,2856,1035,1821
1827,Estados Unidos Mexicanos,Veracruz,De 10 000 a 19 999 habitantes,De 35 a 39 años,14615,7009,7606,11167,5807,5360,3448,1202,2246
1828,Estados Unidos Mexicanos,Veracruz,De 10 000 a 19 999 habitantes,De 40 años y más,47105,22969,24136,31763,17703,14060,15342,5266,10076
1829,Estados Unidos Mexicanos,Veracruz,De 20 000 a 49 999 habitantes,Total,171029,83675,87354,131663,67851,63812,39366,15824,23542
1830,Estados Unidos Mexicanos,Veracruz,De 20 000 a 49 999 habitantes,De 6 a 9 años,25337,13203,12134,12708,6537,6171,12629,6666,5963
1831,Estados Unidos Mexicanos,Veracruz,De 20 000 a 49 999 habitantes,De 10 a 14 años,27884,14296,13588,25075,12861,12214,2809,1435,1374
1832,Estados Unidos Mexicanos,Veracruz,De 20 000 a 49 999 habitantes,De 15 a 19 años,22628,10942,11686,20207,9945,10262,2421,997,1424
1833,Estados Unidos Mexicanos,Veracruz,De 20 000 a 49 999 habitantes,De 20 a 24 años,18300,8422,9878,15780,7601,8179,2520,821,1699
1834,Estados Unidos Mexicanos,Veracruz,De 20 000 a 49 999 habitantes,De 25 a 29 años,15624,7440,8184,13134,6647,6487,2490,793,1697
1835,Estados Unidos Mexicanos,Veracruz,De 20 000 a 49 999 habitantes,De 30 a 34 años,12625,6202,6423,10500,5487,5013,2125,715,1410
1836,Estados Unidos Mexicanos,Veracruz,De 20 000 a 49 999 habitantes,De 35 a 39 años,11869,5633,6236,9307,4912,4395,2562,721,1841
1837,Estados Unidos Mexicanos,Veracruz,De 20 000 a 49 999 habitantes,De 40 años y más,36762,17537,19225,24952,13861,11091,11810,3676,8134
1838,Estados Unidos Mexicanos,Veracruz,De 50 000 habitantes y más,Total,633634,300082,333552,523786,257745,266041,109848,42337,67511
1839,Estados Unidos Mexicanos,Veracruz,De 50 000 habitantes y más,De 6 a 9 años,82473,42108,40365,44816,22618,22198,37657,19490,18167
1840,Estados Unidos Mexicanos,Veracruz,De 50 000 habitantes y más,De 10 a 14 años,94375,47497,46878,87526,44150,43376,6849,3347,3502
1841,Estados Unidos Mexicanos,Veracruz,De 50 000 habitantes y más,De 15 a 19 años,85559,40204,45355,79549,37908,41641,6010,2296,3714
1842,Estados Unidos Mexicanos,Veracruz,De 50 000 habitantes y más,De 20 a 24 años,70564,32065,38499,64317,30018,34299,6247,2047,4200
1843,Estados Unidos Mexicanos,Veracruz,De 50 000 habitantes y más,De 25 a 29 años,56544,25655,30889,50030,23680,26350,6514,1975,4539
1844,Estados Unidos Mexicanos,Veracruz,De 50 000 habitantes y más,De 30 a 34 años,47706,22557,25149,41966,20768,21198,5740,1789,3951
1845,Estados Unidos Mexicanos,Veracruz,De 50 000 habitantes y más,De 35 a 39 años,46217,21390,24827,39309,19413,19896,6908,1977,4931
1846,Estados Unidos Mexicanos,Veracruz,De 50 000 habitantes y más,De 40 años y más,150196,68606,81590,116273,59190,57083,33923,9416,24507
1847,Estados Unidos Mexicanos,Yucatán,Total,Total,618880,308949,309931,429643,222653,206990,189237,86296,102941
1848,Estados Unidos Mexicanos,Yucatán,Total,De 6 a 9 años,87795,43945,43850,37801,18842,18959,49994,25103,24891
1849,Estados Unidos Mexicanos,Yucatán,Total,De 10 a 14 años,94866,48277,46589,76349,38815,37534,18517,9462,9055
1850,Estados Unidos Mexicanos,Yucatán,Total,De 15 a 19 años,82766,40727,42039,65919,33054,32865,16847,7673,9174
1851,Estados Unidos Mexicanos,Yucatán,Total,De 20 a 24 años,65515,31632,33883,50421,25433,24988,15094,6199,8895
1852,Estados Unidos Mexicanos,Yucatán,Total,De 25 a 29 años,48190,22747,25443,36132,18129,18003,12058,4618,7440
1853,Estados Unidos Mexicanos,Yucatán,Total,De 30 a 34 años,40336,19875,20461,30310,15771,14539,10026,4104,5922
1854,Estados Unidos Mexicanos,Yucatán,Total,De 35 a 39 años,39481,18882,20599,28350,14610,13740,11131,4272,6859
1855,Estados Unidos Mexicanos,Yucatán,Total,De 40 años y más,159931,82864,77067,104361,57999,46362,55570,24865,30705
1856,Estados Unidos Mexicanos,Yucatán,Hasta 2 499 habitantes,Total,212171,110671,101500,122341,69229,53112,89830,41442,48388
1857,Estados Unidos Mexicanos,Yucatán,Hasta 2 499 habitantes,De 6 a 9 años,31989,15964,16025,10244,5105,5139,21745,10859,10886
1858,Estados Unidos Mexicanos,Yucatán,Hasta 2 499 habitantes,De 10 a 14 años,33367,17316,16051,23856,12478,11378,9511,4838,4673
1859,Estados Unidos Mexicanos,Yucatán,Hasta 2 499 habitantes,De 15 a 19 años,28846,14748,14098,20040,10765,9275,8806,3983,4823
1860,Estados Unidos Mexicanos,Yucatán,Hasta 2 499 habitantes,De 20 a 24 años,23319,11845,11474,15495,8669,6826,7824,3176,4648
1861,Estados Unidos Mexicanos,Yucatán,Hasta 2 499 habitantes,De 25 a 29 años,16924,8350,8574,10563,5911,4652,6361,2439,3922
1862,Estados Unidos Mexicanos,Yucatán,Hasta 2 499 habitantes,De 30 a 34 años,13647,7140,6507,8529,4992,3537,5118,2148,2970
1863,Estados Unidos Mexicanos,Yucatán,Hasta 2 499 habitantes,De 35 a 39 años,13663,6836,6827,8038,4629,3409,5625,2207,3418
1864,Estados Unidos Mexicanos,Yucatán,Hasta 2 499 habitantes,De 40 años y más,50416,28472,21944,25576,16680,8896,24840,11792,13048
1865,Estados Unidos Mexicanos,Yucatán,De 2 500 a 4 999 habitantes,Total,93119,47892,45227,59908,32277,27631,33211,15615,17596
1866,Estados Unidos Mexicanos,Yucatán,De 2 500 a 4 999 habitantes,De 6 a 9 años,13619,7067,6552,5527,2834,2693,8092,4233,3859
1867,Estados Unidos Mexicanos,Yucatán,De 2 500 a 4 999 habitantes,De 10 a 14 años,14458,7462,6996,11264,5763,5501,3194,1699,1495
1868,Estados Unidos Mexicanos,Yucatán,De 2 500 a 4 999 habitantes,De 15 a 19 años,12266,6313,5953,9350,4902,4448,2916,1411,1505
1869,Estados Unidos Mexicanos,Yucatán,De 2 500 a 4 999 habitantes,De 20 a 24 años,9750,4742,5008,7014,3584,3430,2736,1158,1578
1870,Estados Unidos Mexicanos,Yucatán,De 2 500 a 4 999 habitantes,De 25 a 29 años,7215,3425,3790,5079,2593,2486,2136,832,1304
1871,Estados Unidos Mexicanos,Yucatán,De 2 500 a 4 999 habitantes,De 30 a 34 años,6088,3008,3080,4367,2325,2042,1721,683,1038
1872,Estados Unidos Mexicanos,Yucatán,De 2 500 a 4 999 habitantes,De 35 a 39 años,5977,2921,3056,4011,2177,1834,1966,744,1222
1873,Estados Unidos Mexicanos,Yucatán,De 2 500 a 4 999 habitantes,De 40 años y más,23746,12954,10792,13296,8099,5197,10450,4855,5595
1874,Estados Unidos Mexicanos,Yucatán,De 5 000 a 9 999 habitantes,Total,62821,30739,32082,41065,20716,20349,21756,10023,11733
1875,Estados Unidos Mexicanos,Yucatán,De 5 000 a 9 999 habitantes,De 6 a 9 años,9356,4485,4871,3719,1807,1912,5637,2678,2959
1876,Estados Unidos Mexicanos,Yucatán,De 5 000 a 9 999 habitantes,De 10 a 14 años,10075,4826,5249,7777,3671,4106,2298,1155,1143
1877,Estados Unidos Mexicanos,Yucatán,De 5 000 a 9 999 habitantes,De 15 a 19 años,8447,3915,4532,6552,3055,3497,1895,860,1035
1878,Estados Unidos Mexicanos,Yucatán,De 5 000 a 9 999 habitantes,De 20 a 24 años,6498,2985,3513,4856,2304,2552,1642,681,961
1879,Estados Unidos Mexicanos,Yucatán,De 5 000 a 9 999 habitantes,De 25 a 29 años,4711,2133,2578,3407,1608,1799,1304,525,779
1880,Estados Unidos Mexicanos,Yucatán,De 5 000 a 9 999 habitantes,De 30 a 34 años,3945,1898,2047,2816,1445,1371,1129,453,676
1881,Estados Unidos Mexicanos,Yucatán,De 5 000 a 9 999 habitantes,De 35 a 39 años,3980,1934,2046,2668,1403,1265,1312,531,781
1882,Estados Unidos Mexicanos,Yucatán,De 5 000 a 9 999 habitantes,De 40 años y más,15809,8563,7246,9270,5423,3847,6539,3140,3399
1883,Estados Unidos Mexicanos,Yucatán,De 10 000 a 19 999 habitantes,Total,72259,35280,36979,53748,27018,26730,18511,8262,10249
1884,Estados Unidos Mexicanos,Yucatán,De 10 000 a 19 999 habitantes,De 6 a 9 años,10475,5139,5336,5270,2489,2781,5205,2650,2555
1885,Estados Unidos Mexicanos,Yucatán,De 10 000 a 19 999 habitantes,De 10 a 14 años,11664,5737,5927,10035,4900,5135,1629,837,792
1886,Estados Unidos Mexicanos,Yucatán,De 10 000 a 19 999 habitantes,De 15 a 19 años,9412,4540,4872,8035,3896,4139,1377,644,733
1887,Estados Unidos Mexicanos,Yucatán,De 10 000 a 19 999 habitantes,De 20 a 24 años,7146,3342,3804,5910,2846,3064,1236,496,740
1888,Estados Unidos Mexicanos,Yucatán,De 10 000 a 19 999 habitantes,De 25 a 29 años,5366,2493,2873,4332,2134,2198,1034,359,675
1889,Estados Unidos Mexicanos,Yucatán,De 10 000 a 19 999 habitantes,De 30 a 34 años,4727,2248,2479,3775,1899,1876,952,349,603
1890,Estados Unidos Mexicanos,Yucatán,De 10 000 a 19 999 habitantes,De 35 a 39 años,4723,2201,2522,3594,1793,1801,1129,408,721
1891,Estados Unidos Mexicanos,Yucatán,De 10 000 a 19 999 habitantes,De 40 años y más,18746,9580,9166,12797,7061,5736,5949,2519,3430
1892,Estados Unidos Mexicanos,Yucatán,De 50 000 habitantes y más,Total,178510,84367,94143,152581,73413,79168,25929,10954,14975
1893,Estados Unidos Mexicanos,Yucatán,De 50 000 habitantes y más,De 6 a 9 años,22356,11290,11066,13041,6607,6434,9315,4683,4632
1894,Estados Unidos Mexicanos,Yucatán,De 50 000 habitantes y más,De 10 a 14 años,25302,12936,12366,23417,12003,11414,1885,933,952
1895,Estados Unidos Mexicanos,Yucatán,De 50 000 habitantes y más,De 15 a 19 años,23795,11211,12584,21942,10436,11506,1853,775,1078
1896,Estados Unidos Mexicanos,Yucatán,De 50 000 habitantes y más,De 20 a 24 años,18802,8718,10084,17146,8030,9116,1656,688,968
1897,Estados Unidos Mexicanos,Yucatán,De 50 000 habitantes y más,De 25 a 29 años,13974,6346,7628,12751,5883,6868,1223,463,760
1898,Estados Unidos Mexicanos,Yucatán,De 50 000 habitantes y más,De 30 a 34 años,11929,5581,6348,10823,5110,5713,1106,471,635
1899,Estados Unidos Mexicanos,Yucatán,De 50 000 habitantes y más,De 35 a 39 años,11138,4990,6148,10039,4608,5431,1099,382,717
1900,Estados Unidos Mexicanos,Yucatán,De 50 000 habitantes y más,De 40 años y más,51214,23295,27919,43422,20736,22686,7792,2559,5233
1901,Estados Unidos Mexicanos,Zacatecas,Total,Total,731600,365110,366490,552465,277698,274767,179135,87412,91723
1902,Estados Unidos Mexicanos,Zacatecas,Total,De 6 a 9 años,128221,64228,63993,62325,30797,31528,65896,33431,32465
1903,Estados Unidos Mexicanos,Zacatecas,Total,De 10 a 14 años,132996,67799,65197,118032,59817,58215,14964,7982,6982
1904,Estados Unidos Mexicanos,Zacatecas,Total,De 15 a 19 años,93683,46762,46921,83994,41721,42273,9689,5041,4648
1905,Estados Unidos Mexicanos,Zacatecas,Total,De 20 a 24 años,68737,32597,36140,59633,28422,31211,9104,4175,4929
1906,Estados Unidos Mexicanos,Zacatecas,Total,De 25 a 29 años,54523,26040,28483,46165,22281,23884,8358,3759,4599
1907,Estados Unidos Mexicanos,Zacatecas,Total,De 30 a 34 años,45267,22339,22928,37200,18368,18832,8067,3971,4096
1908,Estados Unidos Mexicanos,Zacatecas,Total,De 35 a 39 años,43903,21663,22240,35256,17824,17432,8647,3839,4808
1909,Estados Unidos Mexicanos,Zacatecas,Total,De 40 años y más,164270,83682,80588,109860,58468,51392,54410,25214,29196
1910,Estados Unidos Mexicanos,Zacatecas,Hasta 2 499 habitantes,Total,497555,251251,246304,362718,184452,178266,134837,66799,68038
1911,Estados Unidos Mexicanos,Zacatecas,Hasta 2 499 habitantes,De 6 a 9 años,89217,44686,44531,40723,20014,20709,48494,24672,23822
1912,Estados Unidos Mexicanos,Zacatecas,Hasta 2 499 habitantes,De 10 a 14 años,90886,46436,44450,79286,40250,39036,11600,6186,5414
1913,Estados Unidos Mexicanos,Zacatecas,Hasta 2 499 habitantes,De 15 a 19 años,62998,31749,31249,55552,27839,27713,7446,3910,3536
1914,Estados Unidos Mexicanos,Zacatecas,Hasta 2 499 habitantes,De 20 a 24 años,46371,22374,23997,39337,19089,20248,7034,3285,3749
1915,Estados Unidos Mexicanos,Zacatecas,Hasta 2 499 habitantes,De 25 a 29 años,37222,18101,19121,30718,15091,15627,6504,3010,3494
1916,Estados Unidos Mexicanos,Zacatecas,Hasta 2 499 habitantes,De 30 a 34 años,31004,15597,15407,24709,12402,12307,6295,3195,3100
1917,Estados Unidos Mexicanos,Zacatecas,Hasta 2 499 habitantes,De 35 a 39 años,29966,15001,14965,23345,11974,11371,6621,3027,3594
1918,Estados Unidos Mexicanos,Zacatecas,Hasta 2 499 habitantes,De 40 años y más,109891,57307,52584,69048,37793,31255,40843,19514,21329
1919,Estados Unidos Mexicanos,Zacatecas,De 2 500 a 4 999 habitantes,Total,41103,20874,20229,32051,16437,15614,9052,4437,4615
1920,Estados Unidos Mexicanos,Zacatecas,De 2 500 a 4 999 habitantes,De 6 a 9 años,6950,3660,3290,3689,1905,1784,3261,1755,1506
1921,Estados Unidos Mexicanos,Zacatecas,De 2 500 a 4 999 habitantes,De 10 a 14 años,7638,4110,3528,7048,3775,3273,590,335,255
1922,Estados Unidos Mexicanos,Zacatecas,De 2 500 a 4 999 habitantes,De 15 a 19 años,5157,2598,2559,4707,2363,2344,450,235,215
1923,Estados Unidos Mexicanos,Zacatecas,De 2 500 a 4 999 habitantes,De 20 a 24 años,3636,1688,1948,3218,1491,1727,418,197,221
1924,Estados Unidos Mexicanos,Zacatecas,De 2 500 a 4 999 habitantes,De 25 a 29 años,2830,1344,1486,2462,1188,1274,368,156,212
1925,Estados Unidos Mexicanos,Zacatecas,De 2 500 a 4 999 habitantes,De 30 a 34 años,2469,1197,1272,2065,1006,1059,404,191,213
1926,Estados Unidos Mexicanos,Zacatecas,De 2 500 a 4 999 habitantes,De 35 a 39 años,2491,1230,1261,2019,1035,984,472,195,277
1927,Estados Unidos Mexicanos,Zacatecas,De 2 500 a 4 999 habitantes,De 40 años y más,9932,5047,4885,6843,3674,3169,3089,1373,1716
1928,Estados Unidos Mexicanos,Zacatecas,De 5 000 a 9 999 habitantes,Total,74415,35467,38948,60407,28967,31440,14008,6500,7508
1929,Estados Unidos Mexicanos,Zacatecas,De 5 000 a 9 999 habitantes,De 6 a 9 años,12536,6019,6517,7136,3404,3732,5400,2615,2785
